36031,Black Breath,United States,Active,2006,Death/Thrash Metal/Crossover/Crust,Slaves Beyond Death,2015,0.78
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Cult Is Alive,2006,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Cult Is Alive,2006,0.82
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Cult Is Alive,2006,0.98
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Cult Is Alive,2006,0.9
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Cult Is Alive,2006,0.53
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Cult Is Alive,2006,0.91
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Cult Is Alive,2006,0.9
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Cult Is Alive,2006,0.08
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Cult Is Alive,2006,0.65
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),F.O.A.D.,2007,0.75
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),F.O.A.D.,2007,0.7
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),F.O.A.D.,2007,0.9
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),F.O.A.D.,2007,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),F.O.A.D.,2007,0.95
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),F.O.A.D.,2007,0.83
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),F.O.A.D.,2007,0.89
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),F.O.A.D.,2007,0.91
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),F.O.A.D.,2007,0.85
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),F.O.A.D.,2007,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),F.O.A.D.,2007,0.05
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),F.O.A.D.,2007,0.96
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),F.O.A.D.,2007,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),F.O.A.D.,2007,0.8
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),F.O.A.D.,2007,0.29
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),F.O.A.D.,2007,0.91
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),F.O.A.D.,2007,0.9
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Dark Thrones and Black Flags,2008,0.66
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Dark Thrones and Black Flags,2008,0.69
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Dark Thrones and Black Flags,2008,0.89
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Dark Thrones and Black Flags,2008,0.87
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Dark Thrones and Black Flags,2008,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Dark Thrones and Black Flags,2008,0.75
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Dark Thrones and Black Flags,2008,0.7
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Dark Thrones and Black Flags,2008,0.8
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Dark Thrones and Black Flags,2008,0.83
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Dark Thrones and Black Flags,2008,0.45
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Dark Thrones and Black Flags,2008,0.89
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Dark Thrones and Black Flags,2008,0.65
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Dark Thrones and Black Flags,2008,0.8
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Dark Thrones and Black Flags,2008,0.5
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Dark Thrones and Black Flags,2008,0.86
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Dark Thrones and Black Flags,2008,0.87
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Dark Thrones and Black Flags,2008,0.82
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Circle the Wagons,2010,0.71
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Circle the Wagons,2010,0.9
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Circle the Wagons,2010,0.5
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Circle the Wagons,2010,0.9
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Circle the Wagons,2010,0.9
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Circle the Wagons,2010,0.74
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Circle the Wagons,2010,0.81
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Circle the Wagons,2010,0.75
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Circle the Wagons,2010,0.85
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.8
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.94
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.74
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.1
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.5
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.45
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.59
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.9
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.95
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.8
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.8
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.74
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.89
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.85
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.8
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.84
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.95
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.75
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.83
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.64
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,0.78
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Underground Resistance,2013,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Arctic Thunder,2016,0.62
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Arctic Thunder,2016,0.84
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Arctic Thunder,2016,0.7
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Arctic Thunder,2016,0.95
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Malleus Maleficarum,1988,0.9
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Malleus Maleficarum,1988,0.79
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Malleus Maleficarum,1988,0.85
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Malleus Maleficarum,1988,0.81
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Malleus Maleficarum,1988,0.87
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Malleus Maleficarum,1988,1.0
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Malleus Maleficarum,1988,0.85
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Malleus Maleficarum,1988,0.94
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Malleus Maleficarum,1988,0.97
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Malleus Maleficarum,1988,0.91
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Malleus Maleficarum,1988,0.93
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Consuming Impulse,1989,1.0
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Consuming Impulse,1989,0.95
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Consuming Impulse,1989,0.88
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Consuming Impulse,1989,0.95
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Consuming Impulse,1989,1.0
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Consuming Impulse,1989,1.0
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Consuming Impulse,1989,0.95
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Consuming Impulse,1989,0.94
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Consuming Impulse,1989,0.94
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Consuming Impulse,1989,0.99
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Consuming Impulse,1989,0.9
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Consuming Impulse,1989,0.9
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Consuming Impulse,1989,0.86
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Consuming Impulse,1989,0.95
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Consuming Impulse,1989,0.96
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Consuming Impulse,1989,0.95
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Consuming Impulse,1989,0.41
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Testimony of the Ancients,1991,0.92
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Testimony of the Ancients,1991,0.84
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Testimony of the Ancients,1991,1.0
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Testimony of the Ancients,1991,1.0
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Testimony of the Ancients,1991,0.87
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Testimony of the Ancients,1991,0.94
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Testimony of the Ancients,1991,0.89
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Testimony of the Ancients,1991,0.91
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Testimony of the Ancients,1991,0.89
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Testimony of the Ancients,1991,0.94
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Spheres,1993,0.92
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Spheres,1993,0.33
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Spheres,1993,0.87
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Spheres,1993,0.74
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Spheres,1993,0.9
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Spheres,1993,0.91
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Spheres,1993,0.82
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Spheres,1993,0.78
37099,Pestilence,Netherlands,Active,1986,Thrash Metal (1986-1988)| Death Metal (1989-1991| 2008-)| Progressive Death Metal/Jazz Fusion (1993),Spheres,1993,1.0
